depcity,descity,date,no,company,dep,des,start,end,time,dis,plane,price,discount,meal
兰州-拉萨,兰州-拉萨,2018/5/1,TV9872,西藏航空有限公司,兰州中川机场,拉萨贡嘎机场,11:25,13:45,2小时20分钟,1671,空客319(中),1360,6.9折,有
兰州-拉萨,兰州-拉萨,2018/5/1,TV9922,西藏航空有限公司,兰州中川机场,拉萨贡嘎机场,12:25,14:45,2小时20分钟,1671,空客319(中),1360,6.9折,有
兰州-西安,兰州-西安,2018/5/1,BK3102,中国奥凯航空公司,兰州中川机场,西安咸阳机场,10:45,11:55,1小时10分钟,550,波音738(中),121,1.1折,无
兰州-西安,兰州-西安,2018/5/1,MU2325,中国东方航空公司,兰州中川机场,西安咸阳机场,7:30,8:35,1小时5分钟,550,空客320(中),320,3折,无
兰州-榆林,兰州-榆林,2018/5/1,GX7886,北部湾航空,兰州中川机场,榆林榆阳机场,16:30,17:45,1小时15分钟,698,ERJ190(中),340,4折,无
兰州-敦煌,兰州-敦煌,2018/5/1,MU2749,中国东方航空公司,兰州中川机场,敦煌敦煌机场,10:55,12:55,2小时,1048,空客320(中),1400,7.2折,无
兰州-敦煌,兰州-敦煌,2018/5/1,QW6007,青岛航空股份有限公司,兰州中川机场,敦煌敦煌机场,14:10,15:45,1小时35分钟,1048,空客320(中),1529,7.8折,有
兰州-嘉峪关,兰州-嘉峪关,2018/5/1,MU2412,中国东方航空公司,兰州中川机场,嘉峪关嘉峪关机场,14:40,16:15,1小时35分钟,718,空客320(中),380,2.5折,无
兰州-嘉峪关,兰州-嘉峪关,2018/5/1,3U8771,中国四川航空公司,兰州中川机场,嘉峪关嘉峪关机场,10:40,12:05,1小时25分钟,718,空客320(中),449,2.9折,有
兰州-嘉峪关,兰州-嘉峪关,2018/5/1,3U8169,中国四川航空公司,兰州中川机场,嘉峪关嘉峪关机场,11:30,13:00,1小时30分钟,718,空客320(中),449,2.9折,有
兰州-嘉峪关,兰州-嘉峪关,2018/5/1,MU9680,中国东方航空公司,兰州中川机场,嘉峪关嘉峪关机场,19:30,21:10,1小时40分钟,718,空客320(中),780,5折,无
兰州-嘉峪关,兰州-嘉峪关,2018/5/1,G52745,中国华夏航空公司,兰州中川机场,嘉峪关嘉峪关机场,17:10,18:35,1小时25分钟,718,庞巴迪CRJ900(小),1495,全价经济舱,无
兰州-庆阳,兰州-庆阳,2018/5/1,DZ6212,东海航空有限公司,兰州中川机场,庆阳庆阳机场,19:30,20:35,1小时5分钟,472,波音738(中),270,2.7折,有
兰州-庆阳,兰州-庆阳,2018/5/1,KN5606,中国联合航空公司,兰州中川机场,庆阳庆阳机场,17:35,18:30,0小时55分钟,472,波音737(中),685,9.1折,无
兰州-张掖,兰州-张掖,2018/5/1,HO1103,上海吉祥航空公司,兰州中川机场,张掖张掖甘州机场,12:15,13:25,1小时10分钟,729,空客320(中),414,4.7折,无
兰州-金昌,兰州-金昌,2018/5/1,EU2273,成都航空有限公司,兰州中川机场,金昌金川机场,17:20,18:10,0小时50分钟,447,空客319(中),381,5.4折,无
兰州-银川,兰州-银川,2018/5/1,QW6008,青岛航空股份有限公司,兰州中川机场,银川河东机场,19:05,20:05,1小时,333,空客320(中),430,3.8折,有
兰州-乌鲁木齐,兰州-乌鲁木齐,2018/5/1,HU7848,海南航空股份有限公司,兰州中川机场,乌鲁木齐地窝堡机场,19:20,22:05,2小时45分钟,1758,波音738(中),545,3.1折,有
兰州-乌鲁木齐,兰州-乌鲁木齐,2018/5/1,CZ6001,中国南方航空公司,兰州中川机场,乌鲁木齐地窝堡机场,14:40,17:25,2小时45分钟,1758,波音738(中),570,3.3折,有
兰州-乌鲁木齐,兰州-乌鲁木齐,2018/5/1,UQ2536,乌鲁木齐航空有限责任公司,兰州中川机场,乌鲁木齐地窝堡机场,22:10,1:05,2小时55分钟,1758,波音738(中),598,3.4折,无
兰州-乌鲁木齐,兰州-乌鲁木齐,2018/5/1,FM9221,中国上海航空公司,兰州中川机场,乌鲁木齐地窝堡机场,22:00,0:50,2小时50分钟,1758,波音738(中),600,3.4折,无
兰州-乌鲁木齐,兰州-乌鲁木齐,2018/5/1,8L9991,云南祥鹏航空公司,兰州中川机场,乌鲁木齐地窝堡机场,15:30,18:15,2小时45分钟,1758,波音737(中),650,3.7折,无
兰州-乌鲁木齐,兰州-乌鲁木齐,2018/5/1,SC4927,中国山东航空公司,兰州中川机场,乌鲁木齐地窝堡机场,10:00,12:45,2小时45分钟,1758,波音738(中),659,3.8折,有
兰州-乌鲁木齐,兰州-乌鲁木齐,2018/5/1,NS3297,河北航空有限公司,兰州中川机场,乌鲁木齐地窝堡机场,10:30,13:35,3小时5分钟,1758,波音738(中),660,3.8折,有
兰州-乌鲁木齐,兰州-乌鲁木齐,2018/5/1,3U8062,中国四川航空公司,兰州中川机场,乌鲁木齐地窝堡机场,18:15,21:00,2小时45分钟,1758,空客320(中),660,3.8折,有
兰州-乌鲁木齐,兰州-乌鲁木齐,2018/5/1,UQ2520,乌鲁木齐航空有限责任公司,兰州中川机场,乌鲁木齐地窝堡机场,18:15,20:55,2小时40分钟,1758,波音738(中),668,3.8折,无
兰州-乌鲁木齐,兰州-乌鲁木齐,2018/5/1,CZ8283,中国南方航空公司,兰州中川机场,乌鲁木齐地窝堡机场,12:00,14:35,2小时35分钟,1758,空客320(中),720,4.1折,有
兰州-乌鲁木齐,兰州-乌鲁木齐,2018/5/1,CZ6934,中国南方航空公司,兰州中川机场,乌鲁木齐地窝堡机场,21:45,0:30,2小时45分钟,1758,波音737(中),720,4.1折,有
兰州-乌鲁木齐,兰州-乌鲁木齐,2018/5/1,MU2997,中国东方航空公司,兰州中川机场,乌鲁木齐地窝堡机场,20:35,23:10,2小时35分钟,1758,空客320(中),770,4.4折,无
敦煌-北京,敦煌-北京,2018/5/1,CA1288,中国国际航空公司,敦煌敦煌机场,北京首都机场,11:00,13:55,2小时55分钟,2552,波音738(中),2040,全价经济舱,有
敦煌-西安,敦煌-西安,2018/5/1,MU9642,中国东方航空公司,敦煌敦煌机场,西安咸阳机场,23:25,1:30,2小时5分钟,1518,空客319(中),1010,6折,有
敦煌-西安,敦煌-西安,2018/5/1,MU2216,中国东方航空公司,敦煌敦煌机场,西安咸阳机场,15:35,17:45,2小时10分钟,1518,空客320(中),1680,全价经济舱,有
敦煌-兰州,敦煌-兰州,2018/5/1,MU2750,中国东方航空公司,敦煌敦煌机场,兰州中川机场,13:45,15:20,1小时35分钟,1048,空客320(中),1330,6.8折,无
敦煌-兰州,敦煌-兰州,2018/5/1,QW6008,青岛航空股份有限公司,敦煌敦煌机场,兰州中川机场,16:30,18:05,1小时35分钟,1048,空客320(中),1343,6.9折,有
敦煌-嘉峪关,敦煌-嘉峪关,2018/5/1,MU9678,中国东方航空公司,敦煌敦煌机场,嘉峪关嘉峪关机场,8:30,9:25,0小时55分钟,336,空客320(中),430,5.9折,无
嘉峪关-西安,嘉峪关-西安,2018/5/1,MU2323,中国东方航空公司,嘉峪关嘉峪关机场,西安咸阳机场,19:15,21:15,2小时,1260,空客319(中),600,4.6折,有
嘉峪关-西安,嘉峪关-西安,2018/5/1,EU2300,成都航空有限公司,嘉峪关嘉峪关机场,西安咸阳机场,17:55,20:05,2小时10分钟,1260,空客319(中),624,4.8折,无
嘉峪关-西安,嘉峪关-西安,2018/5/1,MU2165,中国东方航空公司,嘉峪关嘉峪关机场,西安咸阳机场,13:20,15:15,1小时55分钟,1260,空客320(中),800,6.1折,有
嘉峪关-兰州,嘉峪关-兰州,2018/5/1,MU2417,中国东方航空公司,嘉峪关嘉峪关机场,兰州中川机场,17:00,18:30,1小时30分钟,718,空客320(中),380,2.5折,无
嘉峪关-兰州,嘉峪关-兰州,2018/5/1,3U8772,中国四川航空公司,嘉峪关嘉峪关机场,兰州中川机场,12:50,14:15,1小时25分钟,718,空客320(中),449,2.9折,有
嘉峪关-兰州,嘉峪关-兰州,2018/5/1,3U8740,中国四川航空公司,嘉峪关嘉峪关机场,兰州中川机场,14:10,15:40,1小时30分钟,718,空客320(中),449,2.9折,无
嘉峪关-兰州,嘉峪关-兰州,2018/5/1,MU9679,中国东方航空公司,嘉峪关嘉峪关机场,兰州中川机场,10:10,11:40,1小时30分钟,718,空客320(中),730,4.7折,无
嘉峪关-兰州,嘉峪关-兰州,2018/5/1,G52746,中国华夏航空公司,嘉峪关嘉峪关机场,兰州中川机场,22:25,23:45,1小时20分钟,718,庞巴迪CRJ900(小),1495,全价经济舱,无
嘉峪关-敦煌,嘉峪关-敦煌,2018/5/1,MU9677,中国东方航空公司,嘉峪关嘉峪关机场,敦煌敦煌机场,21:55,22:50,0小时55分钟,336,空客320(中),430,5.9折,无
嘉峪关-银川,嘉峪关-银川,2018/5/1,MU9882,中国东方航空公司,嘉峪关嘉峪关机场,银川河东机场,13:15,14:20,1小时5分钟,336,空客320(中),660,4.8折,有
庆阳-北京,庆阳-北京,2018/5/1,KN5606,中国联合航空公司,庆阳庆阳机场,北京南苑机场,19:15,21:00,1小时45分钟,2047,波音737(中),837,7.9折,无
庆阳-西安,庆阳-西安,2018/5/1,GS7588,天津航空有限责任公司,庆阳庆阳机场,西安咸阳机场,19:50,20:25,0小时35分钟,259,ERJ190(中),345,全价经济舱,无
庆阳-兰州,庆阳-兰州,2018/5/1,DZ6211,东海航空有限公司,庆阳庆阳机场,兰州中川机场,10:30,11:25,0小时55分钟,472,波音738(中),270,2.7折,有
庆阳-兰州,庆阳-兰州,2018/5/1,KN5605,中国联合航空公司,庆阳庆阳机场,兰州中川机场,15:40,16:35,0小时55分钟,472,波音737(中),680,9.1折,无
庆阳-银川,庆阳-银川,2018/5/1,9C8781,中国春秋航空公司,庆阳庆阳机场,银川河东机场,15:35,16:25,0小时50分钟,1377,空客320(中),140,3.5折,无
张掖-西安,张掖-西安,2018/5/1,MU9650,中国东方航空公司,张掖张掖甘州机场,西安咸阳机场,17:35,19:35,2小时,1175,空客320(中),400,3.3折,有
张掖-兰州,张掖-兰州,2018/5/1,HO1104,上海吉祥航空公司,张掖张掖甘州机场,兰州中川机场,14:15,15:15,1小时,729,空客320(中),324,3.7折,无
金昌-西安,金昌-西安,2018/5/1,MU9634,中国东方航空公司,金昌金川机场,西安咸阳机场,11:00,12:30,1小时30分钟,945,空客320(中),320,3.1折,有
金昌-兰州,金昌-兰州,2018/5/1,EU2274,成都航空有限公司,金昌金川机场,兰州中川机场,19:00,19:50,0小时50分钟,447,空客319(中),179,2.6折,无
天水-天津,天水-天津,2018/5/1,G52906,中国华夏航空公司,天水天水机场,天津滨海机场,10:40,12:35,1小时55分钟,1239,庞巴迪CRJ900(小),1238,全价经济舱,无
天水-杭州,天水-杭州,2018/5/1,G52907,中国华夏航空公司,天水天水机场,杭州萧山机场,8:35,10:50,2小时15分钟,1682,庞巴迪CRJ900(小),1624,全价经济舱,无
天水-重庆,天水-重庆,2018/5/1,G52782,中国华夏航空公司,天水天水机场,重庆江北机场,13:20,15:00,1小时40分钟,1043,庞巴迪CRJ900(小),1059,全价经济舱,无
天水-西安,天水-西安,2018/5/1,G52781,中国华夏航空公司,天水天水机场,西安咸阳机场,9:25,10:35,1小时10分钟,457,庞巴迪CRJ900(小),693,全价经济舱,无
天水-西安,天水-西安,2018/5/1,G52908,中国华夏航空公司,天水天水机场,西安咸阳机场,15:30,16:40,1小时10分钟,457,庞巴迪CRJ900(小),693,全价经济舱,无
西宁-北京,西宁-北京,2018/5/1,HU7106,海南航空股份有限公司,西宁曹家堡机场,北京首都机场,22:30,1:05,2小时35分钟,1780,波音738(中),990,4.8折,无
西宁-北京,西宁-北京,2018/5/1,CZ6994,中国南方航空公司,西宁曹家堡机场,北京首都机场,10:30,12:55,2小时25分钟,1780,空客320(中),1120,5.4折,有
西宁-北京,西宁-北京,2018/5/1,CZ6992,中国南方航空公司,西宁曹家堡机场,北京首都机场,21:55,0:35,2小时40分钟,1780,空客320(中),1330,6.4折,有
西宁-北京,西宁-北京,2018/5/1,MU2427,中国东方航空公司,西宁曹家堡机场,北京首都机场,7:10,9:25,2小时15分钟,1780,空客320(中),1610,超值头等舱,有
西宁-北京,西宁-北京,2018/5/1,CA1262,中国国际航空公司,西宁曹家堡机场,北京首都机场,20:35,22:55,2小时20分钟,1780,波音737(中),1820,8.8折,有
西宁-北京,西宁-北京,2018/5/1,CA1208,中国国际航空公司,西宁曹家堡机场,北京首都机场,10:30,12:45,2小时15分钟,1780,波音737(中),1980,全价经济舱,有
西宁-北京,西宁-北京,2018/5/1,MU2443,中国东方航空公司,西宁曹家堡机场,北京首都机场,15:30,17:50,2小时20分钟,1780,空客320(中),1980,9.5折,有
西宁-北京,西宁-北京,2018/5/1,CA1266,中国国际航空公司,西宁曹家堡机场,北京首都机场,16:35,18:55,2小时20分钟,1780,波音738(中),1980,全价经济舱,有
西宁-天津,西宁-天津,2018/5/1,BK2966,中国奥凯航空公司,西宁曹家堡机场,天津滨海机场,22:10,0:25,2小时15分钟,1472,波音738(中),646,3.6折,无
西宁-天津,西宁-天津,2018/5/1,CA8278,中国国际航空公司,西宁曹家堡机场,天津滨海机场,19:25,21:35,2小时10分钟,1472,波音737(中),1040,5.8折,有
西宁-太原,西宁-太原,2018/5/1,CZ8248,中国南方航空公司,西宁曹家堡机场,太原武宿机场,16:30,18:20,1小时50分钟,1258,空客319(中),980,8.3折,有
西宁-呼和浩特,西宁-呼和浩特,2018/5/1,G52648,中国华夏航空公司,西宁曹家堡机场,呼和浩特白塔机场,12:10,14:05,1小时55分钟,1017,庞巴迪CRJ900(小),505,3.9折,无
西宁-沈阳,西宁-沈阳,2018/5/1,TV9917,西藏航空有限公司,西宁曹家堡机场,沈阳桃仙机场,19:00,21:20,2小时20分钟,2009,空客319(中),941,4.6折,有
西宁-南京,西宁-南京,2018/5/1,TV9841,西藏航空有限公司,西宁曹家堡机场,南京禄口机场,16:30,19:05,2小时35分钟,1825,空客319(中),1207,5.7折,有
西宁-杭州,西宁-杭州,2018/5/1,GJ8790,浙江长龙航空有限公司,西宁曹家堡机场,杭州萧山机场,12:00,14:50,2小时50分钟,1965,空客320(中),980,4.3折,有
西宁-合肥,西宁-合肥,2018/5/1,PN6404,西部航空公司,西宁曹家堡机场,合肥新桥机场,9:35,12:05,2小时30分钟,1606,空客320(中),460,2.6折,无
西宁-郑州,西宁-郑州,2018/5/1,SC4736,中国山东航空公司,西宁曹家堡机场,郑州新郑机场,18:05,20:00,1小时55分钟,1196,波音737(中),539,3.7折,有
西宁-郑州,西宁-郑州,2018/5/1,MU2760,中国东方航空公司,西宁曹家堡机场,郑州新郑机场,13:25,15:20,1小时55分钟,1196,空客319(中),710,4.9折,有
西宁-郑州,西宁-郑州,2018/5/1,CZ8300,中国南方航空公司,西宁曹家堡机场,郑州新郑机场,11:05,13:00,1小时55分钟,1196,波音737(中),730,5.1折,有
西宁-郑州,西宁-郑州,2018/5/1,HO1070,上海吉祥航空公司,西宁曹家堡机场,郑州新郑机场,13:05,15:00,1小时55分钟,1196,空客320(中),844,5.9折,有
西宁-郑州,西宁-郑州,2018/5/1,A67123,云南红土航空股份有限公司,西宁曹家堡机场,郑州新郑机场,9:55,11:45,1小时50分钟,1196,空客320(中),1322,全价经济舱,无
西宁-武汉,西宁-武汉,2018/5/1,MF8274,中国厦门航空公司,西宁曹家堡机场,武汉天河机场,16:00,18:10,2小时10分钟,1460,波音738(中),818,5.2折,有
西宁-武汉,西宁-武汉,2018/5/1,MU9658,中国东方航空公司,西宁曹家堡机场,武汉天河机场,13:55,16:00,2小时5分钟,1460,空客320(中),920,5.9折,无
西宁-恩施,西宁-恩施,2018/5/1,GJ8684,浙江长龙航空有限公司,西宁曹家堡机场,恩施许家坪机场,20:30,22:20,1小时50分钟,1772,空客320(中),623,3.8折,无
西宁-长沙,西宁-长沙,2018/5/1,CZ3630,中国南方航空公司,西宁曹家堡机场,长沙黄花机场,23:30,1:55,2小时25分钟,1676,空客320(中),780,4折,有
西宁-长沙,西宁-长沙,2018/5/1,CZ8282,中国南方航空公司,西宁曹家堡机场,长沙黄花机场,20:25,22:50,2小时25分钟,1676,空客320(中),820,4.2折,有
西宁-长沙,西宁-长沙,2018/5/1,MF8226,中国厦门航空公司,西宁曹家堡机场,长沙黄花机场,16:20,18:35,2小时15分钟,1676,波音738(中),828,4.2折,有
西宁-长沙,西宁-长沙,2018/5/1,CZ3130,中国南方航空公司,西宁曹家堡机场,长沙黄花机场,13:55,16:20,2小时25分钟,1676,空客320(中),960,4.9折,有
西宁-广州,西宁-广州,2018/5/1,CZ3250,中国南方航空公司,西宁曹家堡机场,广州白云机场,11:00,14:25,3小时25分钟,2150,空客319(中),1150,4.7折,有
西宁-深圳,西宁-深圳,2018/5/1,ZH9236,中国深圳航空公司,西宁曹家堡机场,深圳宝安机场,14:20,17:30,3小时10分钟,2390,空客320(中),1520,5.7折,有
西宁-桂林,西宁-桂林,2018/5/1,MU9917,中国东方航空公司,西宁曹家堡机场,桂林两江机场,14:35,17:05,2小时30分钟,1888,空客319(中),640,3.2折,有
西宁-重庆,西宁-重庆,2018/5/1,BK2738,中国奥凯航空公司,西宁曹家堡机场,重庆江北机场,15:10,17:05,1小时55分钟,1100,波音738(中),432,3.1折,无
西宁-重庆,西宁-重庆,2018/5/1,PN6342,西部航空公司,西宁曹家堡机场,重庆江北机场,16:20,18:20,2小时,1100,空客320(中),440,3.2折,无
西宁-重庆,西宁-重庆,2018/5/1,3U8822,中国四川航空公司,西宁曹家堡机场,重庆江北机场,14:20,16:00,1小时40分钟,1100,空客320(中),681,4.9折,无
西宁-成都,西宁-成都,2018/5/1,3U8988,中国四川航空公司,西宁曹家堡机场,成都双流机场,18:10,19:40,1小时30分钟,1124,空客320(中),557,4折,有
西宁-成都,西宁-成都,2018/5/1,MU2226,中国东方航空公司,西宁曹家堡机场,成都双流机场,14:10,15:55,1小时45分钟,1124,空客320(中),620,4.4折,无
西宁-成都,西宁-成都,2018/5/1,CA4212,中国国际航空公司,西宁曹家堡机场,成都双流机场,18:10,19:45,1小时35分钟,1124,空客320(中),640,4.6折,有
西宁-成都,西宁-成都,2018/5/1,CA4210,中国国际航空公司,西宁曹家堡机场,成都双流机场,20:35,22:15,1小时40分钟,1124,空客319(中),640,4.6折,无
西宁-成都,西宁-成都,2018/5/1,TV9818,西藏航空有限公司,西宁曹家堡机场,成都双流机场,19:20,20:55,1小时35分钟,1124,空客319(中),712,5.1折,无
西宁-绵阳,西宁-绵阳,2018/5/1,3U8718,中国四川航空公司,西宁曹家堡机场,绵阳南郊机场,16:00,17:30,1小时30分钟,1100,空客320(中),350,2.8折,无
西宁-绵阳,西宁-绵阳,2018/5/1,MU9919,中国东方航空公司,西宁曹家堡机场,绵阳南郊机场,19:40,21:10,1小时30分钟,1100,空客320(中),720,6.1折,有
西宁-昆明,西宁-昆明,2018/5/1,MU2359,中国东方航空公司,西宁曹家堡机场,昆明长水机场,7:00,9:20,2小时20分钟,1690,空客320(中),480,3.2折,有
西宁-昆明,西宁-昆明,2018/5/1,MU2281,中国东方航空公司,西宁曹家堡机场,昆明长水机场,20:10,22:25,2小时15分钟,1690,空客320(中),480,3.2折,有
西宁-昆明,西宁-昆明,2018/5/1,3U8374,中国四川航空公司,西宁曹家堡机场,昆明长水机场,14:40,16:50,2小时10分钟,1690,空客320(中),560,3.7折,无
西宁-昆明,西宁-昆明,2018/5/1,A67114,云南红土航空股份有限公司,西宁曹家堡机场,昆明长水机场,15:40,17:50,2小时10分钟,1690,空客320(中),1081,7.2折,无
西宁-拉萨,西宁-拉萨,2018/5/1,TV9918,西藏航空有限公司,西宁曹家堡机场,拉萨贡嘎机场,12:35,14:50,2小时15分钟,1558,空客319(中),1437,7.8折,有
西宁-拉萨,西宁-拉萨,2018/5/1,TV9842,西藏航空有限公司,西宁曹家堡机场,拉萨贡嘎机场,14:50,17:05,2小时15分钟,1558,空客319(中),1437,7.8折,有
西宁-拉萨,西宁-拉萨,2018/5/1,3U8687,中国四川航空公司,西宁曹家堡机场,拉萨贡嘎机场,10:05,12:20,2小时15分钟,1558,空客319(中),1806,全价经济舱,有
西宁-拉萨,西宁-拉萨,2018/5/1,3U8901,中国四川航空公司,西宁曹家堡机场,拉萨贡嘎机场,11:45,14:20,2小时35分钟,1558,空客319(中),1806,全价经济舱,无
西宁-西安,西宁-西安,2018/5/1,9H8318,长安航空有限责任公司,西宁曹家堡机场,西安咸阳机场,22:40,0:10,1小时30分钟,721,波音738(中),265,2.8折,无
西宁-西安,西宁-西安,2018/5/1,SC4698,中国山东航空公司,西宁曹家堡机场,西安咸阳机场,12:10,13:35,1小时25分钟,721,波音738(中),304,3.6折,有
西宁-西安,西宁-西安,2018/5/1,MU2200,中国东方航空公司,西宁曹家堡机场,西安咸阳机场,12:50,14:15,1小时25分钟,721,空客319(中),330,3.5折,有
西宁-西安,西宁-西安,2018/5/1,MU2314,中国东方航空公司,西宁曹家堡机场,西安咸阳机场,17:55,19:20,1小时25分钟,721,空客319(中),330,3.5折,有
西宁-西安,西宁-西安,2018/5/1,MU2146,中国东方航空公司,西宁曹家堡机场,西安咸阳机场,18:55,20:30,1小时35分钟,721,空客319(中),330,3.5折,有
西宁-西安,西宁-西安,2018/5/1,CZ3276,中国南方航空公司,西宁曹家堡机场,西安咸阳机场,15:15,16:40,1小时25分钟,721,波音737(中),340,4折,无
西宁-西安,西宁-西安,2018/5/1,CZ3214,中国南方航空公司,西宁曹家堡机场,西安咸阳机场,14:30,15:50,1小时20分钟,721,空客320(中),390,4.6折,无
西宁-西安,西宁-西安,2018/5/1,ZH9740,中国深圳航空公司,西宁曹家堡机场,西安咸阳机场,17:15,18:45,1小时30分钟,721,空客320(中),440,4.7折,有
西宁-西安,西宁-西安,2018/5/1,HU7366,海南航空股份有限公司,西宁曹家堡机场,西安咸阳机场,8:25,9:50,1小时25分钟,721,波音738(中),495,5.8折,无
西宁-西安,西宁-西安,2018/5/1,HU7505,海南航空股份有限公司,西宁曹家堡机场,西安咸阳机场,11:30,12:50,1小时20分钟,721,波音738(中),495,5.8折,无
西宁-西安,西宁-西安,2018/5/1,HU7869,海南航空股份有限公司,西宁曹家堡机场,西安咸阳机场,12:50,14:20,1小时30分钟,721,波音738(中),495,5.8折,无
西宁-西安,西宁-西安,2018/5/1,HO1220,上海吉祥航空公司,西宁曹家堡机场,西安咸阳机场,19:35,20:55,1小时20分钟,721,空客320(中),534,5.7折,无
西宁-西安,西宁-西安,2018/5/1,MU2350,中国东方航空公司,西宁曹家堡机场,西安咸阳机场,21:00,22:30,1小时30分钟,721,空客319(中),670,超值头等舱,无
西宁-西安,西宁-西安,2018/5/1,MU2153,中国东方航空公司,西宁曹家堡机场,西安咸阳机场,7:10,8:40,1小时30分钟,721,空客320(中),730,超值头等舱,有
西宁-西安,西宁-西安,2018/5/1,3U8688,中国四川航空公司,西宁曹家堡机场,西安咸阳机场,16:50,18:20,1小时30分钟,721,空客319(中),770,全价经济舱,有
西宁-格尔木,西宁-格尔木,2018/5/1,MU2279,中国东方航空公司,西宁曹家堡机场,格尔木格尔木机场,10:45,12:00,1小时15分钟,642,空客319(中),1230,超值头等舱,有
西宁-玉树,西宁-玉树,2018/5/1,MU2094,中国东方航空公司,西宁曹家堡机场,玉树玉树巴塘机场,11:15,12:40,1小时25分钟,670,空客319(中),810,5.3折,无
西宁-玉树,西宁-玉树,2018/5/1,MU2344,中国东方航空公司,西宁曹家堡机场,玉树玉树巴塘机场,14:05,15:20,1小时15分钟,670,空客319(中),1160,7.6折,无
西宁-玉树,西宁-玉树,2018/5/1,MU2313,中国东方航空公司,西宁曹家堡机场,玉树玉树巴塘机场,10:20,11:35,1小时15分钟,670,空客319(中),1370,9折,无
西宁-银川,西宁-银川,2018/5/1,SC4920,中国山东航空公司,西宁曹家堡机场,银川河东机场,12:05,13:05,1小时,450,波音738(中),552,全价经济舱,有
西宁-乌鲁木齐,西宁-乌鲁木齐,2018/5/1,BK2965,中国奥凯航空公司,西宁曹家堡机场,乌鲁木齐地窝堡机场,15:15,18:10,2小时55分钟,1518,波音738(中),678,4.6折,有
西宁-乌鲁木齐,西宁-乌鲁木齐,2018/5/1,CZ3629,中国南方航空公司,西宁曹家堡机场,乌鲁木齐地窝堡机场,16:55,19:30,2小时35分钟,1518,空客320(中),710,4.8折,有
西宁-乌鲁木齐,西宁-乌鲁木齐,2018/5/1,3U8902,中国四川航空公司,西宁曹家堡机场,乌鲁木齐地窝堡机场,18:10,21:00,2小时50分钟,1518,空客319(中),1398,全价经济舱,有
西宁-伊宁,西宁-伊宁,2018/5/1,CZ8281,中国南方航空公司,西宁曹家堡机场,伊宁伊宁机场,11:50,15:00,3小时10分钟,721,空客320(中),1100,4折,有
格尔木-西安,格尔木-西安,2018/5/1,MU2376,中国东方航空公司,格尔木格尔木机场,西安咸阳机场,23:00,1:15,2小时15分钟,1352,空客319(中),440,2.8折,有
格尔木-西安,格尔木-西安,2018/5/1,MU2270,中国东方航空公司,格尔木格尔木机场,西安咸阳机场,9:10,11:05,1小时55分钟,1352,空客319(中),1300,8.3折,有
格尔木-西宁,格尔木-西宁,2018/5/1,MU2280,中国东方航空公司,格尔木格尔木机场,西宁曹家堡机场,12:40,13:55,1小时15分钟,642,空客319(中),390,2.5折,有
玉树-成都,玉树-成都,2018/5/1,MU2094,中国东方航空公司,玉树玉树巴塘机场,成都双流机场,13:20,14:55,1小时35分钟,850,空客319(中),1090,9.9折,无
玉树-西宁,玉树-西宁,2018/5/1,MU2343,中国东方航空公司,玉树玉树巴塘机场,西宁曹家堡机场,12:15,13:25,1小时10分钟,670,空客319(中),510,3.4折,有
玉树-西宁,玉树-西宁,2018/5/1,MU2314,中国东方航空公司,玉树玉树巴塘机场,西宁曹家堡机场,16:00,17:15,1小时15分钟,670,空客319(中),510,3.4折,有
玉树-西宁,玉树-西宁,2018/5/1,MU2093,中国东方航空公司,玉树玉树巴塘机场,西宁曹家堡机场,8:55,10:10,1小时15分钟,670,空客319(中),810,5.3折,有
银川-北京,银川-北京,2018/5/1,MU2121,中国东方航空公司,银川河东机场,北京首都机场,7:50,9:45,1小时55分钟,1107,空客320(中),640,5.4折,有
银川-北京,银川-北京,2018/5/1,CZ6118,中国南方航空公司,银川河东机场,北京首都机场,22:50,0:45,1小时55分钟,1107,空客320(中),990,8.4折,有
银川-北京,银川-北京,2018/5/1,CA1218,中国国际航空公司,银川河东机场,北京首都机场,10:15,12:10,1小时55分钟,1107,波音737(中),1120,全价经济舱,有
银川-北京,银川-北京,2018/5/1,CA1214,中国国际航空公司,银川河东机场,北京首都机场,12:00,13:45,1小时45分钟,1107,波音737(中),1120,全价经济舱,有
银川-北京,银川-北京,2018/5/1,CA1220,中国国际航空公司,银川河东机场,北京首都机场,16:05,18:15,2小时10分钟,1107,空客321(中),1120,全价经济舱,有
银川-北京,银川-北京,2018/5/1,CA1228,中国国际航空公司,银川河东机场,北京首都机场,19:00,20:55,1小时55分钟,1107,波音737(中),1120,全价经济舱,有
银川-北京,银川-北京,2018/5/1,CA1264,中国国际航空公司,银川河东机场,北京首都机场,20:45,22:40,1小时55分钟,1107,波音737(中),1120,全价经济舱,无
银川-北京,银川-北京,2018/5/1,CN7670,大新华航空公司,银川河东机场,北京首都机场,9:45,11:35,1小时50分钟,1107,波音738(中),1165,全价经济舱,无
银川-北京,银川-北京,2018/5/1,MU2123,中国东方航空公司,银川河东机场,北京首都机场,19:05,20:55,1小时50分钟,1107,空客320(中),1180,全价经济舱,有
银川-天津,银川-天津,2018/5/1,CA8292,中国国际航空公司,银川河东机场,天津滨海机场,11:55,14:00,2小时5分钟,1159,波音737(中),840,7.1折,有
